userId,age,income_bracket,financial_goals,join_date
1548,37.0,"$75,000-$100,000",Debt Freedom|Retirement,1689980400.0
1549,39.0,"$75,000-$100,000",Debt Freedom,1701385200.0
1550,36.0,"$75,000-$100,000",Investment Growth,1707519600.0
1551,44.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1684191600.0
1552,54.0,,Retirement,1704322800.0
1553,35.0,,Investment Growth,1677970800.0
1554,45.0,"$75,000-$100,000",Retirement,1682722800.0
1555,52.0,"$30,000-$50,000",Debt Freedom,1734217200.0
1556,26.0,,Retirement,1701039600.0
1557,45.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1734130800.0
1558,27.0,,Retirement,1673132400.0
1559,27.0,"$50,000-$75,000",Investment Growth,1719961200.0
1560,,"$75,000-$100,000",Investment Growth|Debt Freedom,1726268400.0
1561,31.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1730156400.0
1562,49.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1690671600.0
1563,43.0,"$50,000-$75,000",Emergency Fund,1677279600.0
1564,32.0,"$50,000-$75,000",Emergency Fund,1688511600.0
1565,31.0,"$75,000-$100,000",Investment Growth|Retirement,1687129200.0
1566,40.0,"$50,000-$75,000",Debt Freedom,1672527600.0
1567,44.0,,Debt Freedom|Retirement,1722726000.0
1568,28.0,,Investment Growth,1705446000.0
1569,38.0,"$50,000-$75,000",Emergency Fund,1712876400.0
1570,53.0,"$30,000-$50,000",Investment Growth,1682463600.0
1571,32.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1714950000.0
1572,47.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1713654000.0
1573,25.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1696114800.0
1574,,"$30,000-$50,000",Debt Freedom|Emergency Fund,1722294000.0
1575,38.0,"$75,000-$100,000",Debt Freedom,1680303600.0
1576,39.0,"$75,000-$100,000",Retirement|Investment Growth,1703199600.0
1577,43.0,"$50,000-$75,000",,1685574000.0
1578,49.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1684623600.0
1579,36.0,"$50,000-$75,000",Debt Freedom,1727823600.0
1580,35.0,"$75,000-$100,000",Retirement,1707519600.0
1581,38.0,"$75,000-$100,000",Debt Freedom,1721170800.0
1582,30.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1705532400.0
1583,37.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1681858800.0
1584,45.0,"$75,000-$100,000",Debt Freedom,1717110000.0
1585,40.0,"$30,000-$50,000",Retirement|Investment Growth,1691017200.0
1586,28.0,"$30,000-$50,000",Emergency Fund,1688943600.0
1587,46.0,,Investment Growth,1731020400.0
1588,47.0,"$50,000-$75,000",Emergency Fund,1724626800.0
1589,45.0,"$30,000-$50,000",Investment Growth,1675206000.0
1590,40.0,"$50,000-$75,000",Investment Growth,1727391600.0
1591,55.0,"$50,000-$75,000",,1715641200.0
1592,27.0,"$75,000-$100,000",Debt Freedom,1702335600.0
1593,40.0,,Retirement|Emergency Fund,1673391600.0
1594,43.0,"$30,000-$50,000",,1716937200.0
1595,33.0,"$50,000-$75,000",Emergency Fund,1734217200.0
1596,30.0,"$50,000-$75,000",Emergency Fund,1710198000.0
1597,29.0,"$30,000-$50,000",Retirement|Debt Freedom,1730329200.0
1598,49.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1734476400.0
1599,28.0,"$30,000-$50,000",Investment Growth,1734303600.0
1600,47.0,"$75,000-$100,000",Investment Growth,1697151600.0
1601,47.0,"$30,000-$50,000",Investment Growth|Retirement,1694041200.0
1602,53.0,"$30,000-$50,000",Retirement,1720825200.0
1603,33.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1690412400.0
1604,29.0,"$50,000-$75,000",Debt Freedom,1731366000.0
1605,41.0,,Emergency Fund,1714950000.0
1606,31.0,"$50,000-$75,000",Retirement,1728514800.0
1607,52.0,"$30,000-$50,000",Debt Freedom,1678921200.0
1608,32.0,"$50,000-$75,000",Retirement|Investment Growth,1710716400.0
1609,,"$50,000-$75,000",Investment Growth|Retirement,1692399600.0
1610,29.0,"$75,000-$100,000",Retirement,1697929200.0
1611,27.0,"$30,000-$50,000",Retirement,1675983600.0
1612,37.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1699743600.0
1613,40.0,"$50,000-$75,000",Investment Growth,1733698800.0
1614,35.0,"$75,000-$100,000",Emergency Fund|Retirement,1725058800.0
1615,35.0,"$50,000-$75,000",Emergency Fund,1689462000.0
1616,41.0,"$50,000-$75,000",Retirement|Emergency Fund,1684796400.0
1617,47.0,"$75,000-$100,000",Retirement|Investment Growth,1687820400.0
1618,48.0,"$75,000-$100,000",Retirement|Emergency Fund,1705618800.0
1619,40.0,"$75,000-$100,000",Retirement|Investment Growth,1694818800.0
1620,37.0,"$50,000-$75,000",Emergency Fund,1712703600.0
1621,42.0,"$50,000-$75,000",Retirement|Investment Growth,1710284400.0
1622,40.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1704495600.0
1623,26.0,,Emergency Fund,1680994800.0
1624,46.0,"$30,000-$50,000",Debt Freedom,1727737200.0
1625,34.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1721430000.0
1626,49.0,"$50,000-$75,000",Retirement,1726786800.0
1627,33.0,"$30,000-$50,000",Retirement|Debt Freedom,1687129200.0
1628,54.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1706655600.0
1629,32.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1706482800.0
1630,49.0,"$75,000-$100,000",Investment Growth,1718838000.0
1631,25.0,"$75,000-$100,000",Retirement|Investment Growth,1679353200.0
1632,47.0,"$30,000-$50,000",Retirement,1708297200.0
1633,47.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1694041200.0
1634,27.0,"$30,000-$50,000",Emergency Fund|Retirement,1711062000.0
1635,54.0,"$50,000-$75,000",Emergency Fund,1695510000.0
1636,30.0,"$75,000-$100,000",Debt Freedom,1704754800.0
1637,,"$75,000-$100,000",Debt Freedom,1718924400.0
1638,39.0,"$30,000-$50,000",Retirement|Debt Freedom,1687215600.0
1639,32.0,"$75,000-$100,000",Emergency Fund,1709938800.0
1640,32.0,,,1679266800.0
1641,28.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1719702000.0
1642,32.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1677538800.0
1643,30.0,,Retirement,1705014000.0
1644,33.0,"$50,000-$75,000",Retirement,1726095600.0
1645,27.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1721170800.0
1646,37.0,"$50,000-$75,000",,1703804400.0
1647,43.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1716678000.0
1648,26.0,"$75,000-$100,000",,1682722800.0
1649,38.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1691535600.0
1650,45.0,"$50,000-$75,000",Emergency Fund,1685055600.0
1651,,"$50,000-$75,000",Investment Growth|Emergency Fund,1690585200.0
1652,38.0,"$30,000-$50,000",,1681426800.0
1653,26.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1717801200.0
1654,26.0,"$50,000-$75,000",Retirement|Investment Growth,1687129200.0
1655,,"$75,000-$100,000",Debt Freedom|Investment Growth,1728255600.0
1656,25.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1705014000.0
1657,41.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1722553200.0
1658,55.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1689894000.0
1659,37.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1722812400.0
1660,50.0,"$30,000-$50,000",Retirement|Debt Freedom,
1661,26.0,"$50,000-$75,000",Investment Growth,1687129200.0
1662,40.0,"$75,000-$100,000",Emergency Fund|Retirement,1695337200.0
1663,42.0,"$75,000-$100,000",Retirement|Emergency Fund,1724626800.0
1664,33.0,"$30,000-$50,000",Investment Growth,1701558000.0
1665,34.0,"$75,000-$100,000",,1724799600.0
1666,52.0,"$30,000-$50,000",Retirement,1686006000.0
1667,47.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1679698800.0
1668,44.0,"$75,000-$100,000",Debt Freedom|Retirement,1710716400.0
1669,40.0,"$50,000-$75,000",,1693350000.0
1670,40.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1726527600.0
1671,35.0,"$50,000-$75,000",Debt Freedom,1673218800.0
1672,38.0,"$30,000-$50,000",,1734217200.0
1673,26.0,,Emergency Fund,
1674,46.0,"$75,000-$100,000",Debt Freedom,1699916400.0
1675,26.0,"$30,000-$50,000",,1689462000.0
1676,53.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1678230000.0
1677,52.0,"$75,000-$100,000",Investment Growth,1733439600.0
1678,37.0,"$75,000-$100,000",Investment Growth|Retirement,1699570800.0
1679,47.0,"$50,000-$75,000",Emergency Fund,1691103600.0
1680,29.0,"$30,000-$50,000",Retirement,1712185200.0
1681,48.0,,Retirement|Emergency Fund,1708729200.0
1682,45.0,"$75,000-$100,000",Retirement|Investment Growth,1704668400.0
1683,31.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1713481200.0
1684,37.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1722639600.0
1685,30.0,,Investment Growth|Debt Freedom,1702076400.0
1686,53.0,"$75,000-$100,000",Retirement|Emergency Fund,1675897200.0
1687,45.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1716850800.0
1688,29.0,"$75,000-$100,000",Investment Growth|Emergency Fund,
1689,44.0,"$75,000-$100,000",Emergency Fund|Investment Growth,
1690,34.0,"$50,000-$75,000",Investment Growth,1709420400.0
1691,54.0,"$75,000-$100,000",Retirement|Investment Growth,1730156400.0
1692,51.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1692140400.0
1693,39.0,"$30,000-$50,000",Emergency Fund,1720825200.0
1694,25.0,"$75,000-$100,000",Debt Freedom|Retirement,
1695,46.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1690239600.0
1696,,"$50,000-$75,000",Debt Freedom|Investment Growth,1695337200.0
1697,34.0,"$50,000-$75,000",Retirement|Emergency Fund,1681081200.0
1698,34.0,"$75,000-$100,000",Debt Freedom,
1699,52.0,"$30,000-$50,000",Retirement|Debt Freedom,1702335600.0
1700,49.0,"$75,000-$100,000",Investment Growth,1697065200.0
1701,36.0,"$50,000-$75,000",Emergency Fund,1727391600.0
1702,50.0,"$30,000-$50,000",Retirement|Emergency Fund,1719788400.0
1703,54.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1708124400.0
1704,31.0,"$50,000-$75,000",Retirement,1716246000.0
1705,39.0,"$75,000-$100,000",Debt Freedom,1672786800.0
1706,25.0,"$50,000-$75,000",Debt Freedom|Retirement,1680044400.0
1707,28.0,"$75,000-$100,000",Investment Growth,1721257200.0
1708,35.0,"$30,000-$50,000",Retirement|Investment Growth,1710111600.0
1709,52.0,"$50,000-$75,000",Emergency Fund,1686006000.0
1710,52.0,"$30,000-$50,000",,1716591600.0
1711,34.0,"$30,000-$50,000",,1735426800.0
1712,29.0,"$75,000-$100,000",Emergency Fund,1695855600.0
1713,35.0,"$30,000-$50,000",Retirement,1700002800.0
1714,42.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1676070000.0
1715,53.0,"$75,000-$100,000",Retirement,1724540400.0
1716,,"$30,000-$50,000",Investment Growth|Emergency Fund,1686524400.0
1717,42.0,"$30,000-$50,000",Retirement,1722812400.0
1718,28.0,"$30,000-$50,000",Retirement,1732834800.0
1719,38.0,,Retirement|Investment Growth,1677711600.0
1720,44.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1724713200.0
1721,43.0,"$30,000-$50,000",Investment Growth,1726009200.0
1722,28.0,"$30,000-$50,000",Retirement,1723849200.0
1723,46.0,"$75,000-$100,000",Debt Freedom,1733007600.0
1724,55.0,"$30,000-$50,000",Debt Freedom,1673737200.0
1725,35.0,"$30,000-$50,000",Emergency Fund,1708815600.0
1726,41.0,"$50,000-$75,000",Retirement,1689116400.0
1727,52.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1710802800.0
1728,26.0,"$30,000-$50,000",Retirement|Investment Growth,1697929200.0
1729,33.0,"$30,000-$50,000",Investment Growth,1729465200.0
1730,31.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1711234800.0
1731,25.0,"$75,000-$100,000",Retirement,1705273200.0
1732,47.0,,Investment Growth|Debt Freedom,1681945200.0
1733,34.0,"$30,000-$50,000",Investment Growth,1672786800.0
1734,25.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1689030000.0
1735,34.0,"$50,000-$75,000",Retirement|Emergency Fund,1725750000.0
1736,36.0,,Retirement,1702249200.0
1737,49.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1722466800.0
1738,32.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1720998000.0
1739,29.0,"$30,000-$50,000",Debt Freedom,1724454000.0
1740,33.0,"$50,000-$75,000",Emergency Fund,1726614000.0
1741,50.0,"$75,000-$100,000",Debt Freedom,1696978800.0
1742,46.0,"$75,000-$100,000",Retirement|Investment Growth,1681340400.0
1743,43.0,"$75,000-$100,000",Emergency Fund|Retirement,1721689200.0
1744,25.0,"$75,000-$100,000",Retirement|Debt Freedom,1693177200.0
1745,48.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1692486000.0
1746,26.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1686524400.0
1747,25.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1691190000.0
1748,38.0,"$30,000-$50,000",Emergency Fund,1721602800.0
1749,41.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1725058800.0
1750,43.0,"$50,000-$75,000",Emergency Fund|Retirement,1691449200.0
1751,50.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1680562800.0
1752,28.0,"$30,000-$50,000",Debt Freedom,1707433200.0
1753,43.0,"$30,000-$50,000",Retirement,1693782000.0
1754,41.0,"$75,000-$100,000",Debt Freedom,1720047600.0
1755,33.0,"$30,000-$50,000",Investment Growth,1690671600.0
1756,50.0,"$75,000-$100,000",Investment Growth,1728601200.0
1757,48.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1673478000.0
1758,49.0,"$30,000-$50,000",Debt Freedom,1728860400.0
1759,27.0,"$50,000-$75,000",,1720134000.0
1760,26.0,"$75,000-$100,000",,1685746800.0
1761,35.0,"$30,000-$50,000",Emergency Fund|Retirement,1720738800.0
1762,44.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1698015600.0
1763,50.0,,Investment Growth,1676415600.0
1764,25.0,"$30,000-$50,000",Debt Freedom|Retirement,1696806000.0
1765,37.0,"$30,000-$50,000",Emergency Fund,1700953200.0
1766,26.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1727823600.0
1767,38.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1728774000.0
1768,52.0,"$30,000-$50,000",Emergency Fund,1683327600.0
1769,33.0,"$30,000-$50,000",Emergency Fund,1695337200.0
1770,45.0,"$50,000-$75,000",Retirement,1689116400.0
1771,27.0,"$30,000-$50,000",Retirement,1727218800.0
1772,48.0,"$75,000-$100,000",Investment Growth|Retirement,1693954800.0
1773,49.0,"$50,000-$75,000",Retirement|Debt Freedom,1694732400.0
1774,52.0,,Retirement|Investment Growth,1705532400.0
1775,52.0,"$30,000-$50,000",Emergency Fund,1732921200.0
1776,31.0,"$75,000-$100,000",Investment Growth,1708902000.0
1777,52.0,"$75,000-$100,000",,1674514800.0
1778,48.0,"$30,000-$50,000",Emergency Fund,1684364400.0
1779,51.0,"$75,000-$100,000",Emergency Fund,1677538800.0
1780,34.0,"$30,000-$50,000",Retirement|Emergency Fund,1700348400.0
1781,28.0,"$30,000-$50,000",Debt Freedom,1725577200.0
1782,39.0,"$30,000-$50,000",Retirement,1728342000.0
1783,40.0,"$50,000-$75,000",Debt Freedom,1675551600.0
1784,55.0,,Emergency Fund|Retirement,1716764400.0
1785,49.0,"$75,000-$100,000",Retirement,1674860400.0
1786,25.0,"$50,000-$75,000",Retirement,1718838000.0
1787,32.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1725231600.0
1788,48.0,"$30,000-$50,000",Investment Growth,1703113200.0
1789,26.0,,Emergency Fund,1698361200.0
1790,37.0,"$50,000-$75,000",Investment Growth,1686438000.0
1791,44.0,"$30,000-$50,000",Emergency Fund|Retirement,1679266800.0
1792,54.0,,Retirement|Emergency Fund,1676242800.0
1793,45.0,,Investment Growth,1710370800.0
1794,50.0,"$75,000-$100,000",Retirement,1674082800.0
1795,55.0,"$30,000-$50,000",Emergency Fund,1726268400.0
1796,52.0,"$50,000-$75,000",Debt Freedom|Retirement,1691276400.0
1797,30.0,"$50,000-$75,000",Debt Freedom|Retirement,1688684400.0
1798,28.0,"$50,000-$75,000",Retirement,
1799,34.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,
1800,35.0,"$50,000-$75,000",Investment Growth,1693177200.0
1801,44.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1726095600.0
1802,41.0,"$75,000-$100,000",Emergency Fund,1688598000.0
1803,47.0,"$50,000-$75,000",Investment Growth,1734994800.0
1804,55.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1725577200.0
1805,46.0,"$50,000-$75,000",Retirement|Emergency Fund,1723762800.0
1806,55.0,"$30,000-$50,000",Emergency Fund,1716764400.0
1807,43.0,"$30,000-$50,000",,1682031600.0
1808,49.0,"$30,000-$50,000",Investment Growth,1722034800.0
1809,26.0,"$75,000-$100,000",Retirement|Investment Growth,1712962800.0
1810,53.0,,Emergency Fund,1692658800.0
1811,32.0,"$75,000-$100,000",Retirement|Emergency Fund,1722121200.0
1812,51.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1685055600.0
1813,43.0,"$50,000-$75,000",Investment Growth,1704236400.0
1814,29.0,"$50,000-$75,000",Investment Growth|Retirement,1678921200.0
1815,31.0,,Debt Freedom|Emergency Fund,1685401200.0
1816,50.0,"$75,000-$100,000",Emergency Fund,1696114800.0
1817,29.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1687042800.0
1818,32.0,,Investment Growth|Retirement,1677366000.0
1819,49.0,"$30,000-$50,000",Emergency Fund,1674774000.0
1820,,,Debt Freedom|Retirement,1678921200.0
1821,35.0,,Retirement,1711666800.0
1822,45.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1711494000.0
1823,34.0,"$30,000-$50,000",Retirement|Emergency Fund,1708902000.0
1824,44.0,"$30,000-$50,000",Investment Growth,1714431600.0
1825,54.0,,Emergency Fund,1718838000.0
1826,33.0,,Investment Growth,1684191600.0
1827,35.0,"$30,000-$50,000",Debt Freedom|Retirement,1679526000.0
1828,31.0,"$30,000-$50,000",Retirement,1682463600.0
1829,38.0,"$75,000-$100,000",,1713826800.0
1830,43.0,"$50,000-$75,000",Investment Growth,1731538800.0
1831,34.0,"$30,000-$50,000",Emergency Fund,1707519600.0
1832,26.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1732834800.0
1833,28.0,"$75,000-$100,000",Investment Growth,1716678000.0
1834,30.0,"$30,000-$50,000",Debt Freedom,1724626800.0
1835,30.0,"$30,000-$50,000",Retirement|Emergency Fund,1715986800.0
1836,46.0,"$30,000-$50,000",Retirement,1718060400.0
1837,46.0,"$50,000-$75,000",Investment Growth,1674514800.0
1838,47.0,"$75,000-$100,000",Debt Freedom|Retirement,1677884400.0
1839,55.0,"$50,000-$75,000",Debt Freedom,1672700400.0
1840,29.0,,Retirement,1701471600.0
1841,27.0,"$75,000-$100,000",Debt Freedom|Retirement,1712098800.0
1842,46.0,"$75,000-$100,000",Retirement,1722985200.0
1843,43.0,"$50,000-$75,000",Emergency Fund,1727650800.0
1844,34.0,"$30,000-$50,000",,1675810800.0
1845,50.0,,Investment Growth,1725404400.0
1846,33.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1721430000.0
1847,45.0,,Debt Freedom|Emergency Fund,1680562800.0
1848,30.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1730588400.0
1849,54.0,"$50,000-$75,000",Debt Freedom,1731193200.0
1850,40.0,"$50,000-$75,000",Investment Growth,1686092400.0
1851,29.0,"$75,000-$100,000",Emergency Fund,1672527600.0
1852,30.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1704409200.0
1853,37.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1687302000.0
1854,42.0,"$75,000-$100,000",Emergency Fund|Retirement,1718838000.0
1855,43.0,"$30,000-$50,000",Retirement|Emergency Fund,1684278000.0
1856,48.0,"$50,000-$75,000",Retirement,1723158000.0
1857,35.0,"$50,000-$75,000",Retirement|Emergency Fund,1715209200.0
1858,55.0,"$30,000-$50,000",,1724626800.0
1859,47.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1717110000.0
1860,47.0,"$50,000-$75,000",Emergency Fund|Retirement,1721948400.0
1861,44.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1699570800.0
1862,28.0,"$75,000-$100,000",Debt Freedom,1725490800.0
1863,26.0,"$75,000-$100,000",Emergency Fund,1680130800.0
1864,31.0,"$30,000-$50,000",Debt Freedom|Retirement,1690412400.0
1865,48.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1718924400.0
1866,50.0,"$50,000-$75,000",Retirement|Emergency Fund,1682118000.0
1867,49.0,"$30,000-$50,000",Investment Growth,1719270000.0
1868,28.0,"$75,000-$100,000",Retirement,1673046000.0
1869,29.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1701730800.0
1870,54.0,"$50,000-$75,000",Investment Growth|Retirement,1697238000.0
1871,30.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1724540400.0
1872,36.0,"$50,000-$75,000",Retirement|Emergency Fund,1726873200.0
1873,55.0,,Debt Freedom|Investment Growth,1673046000.0
1874,26.0,"$50,000-$75,000",Retirement,1693436400.0
1875,53.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1702594800.0
1876,41.0,"$75,000-$100,000",Debt Freedom,1697670000.0
1877,41.0,"$50,000-$75,000",Retirement|Investment Growth,1733526000.0
1878,32.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1683932400.0
