userId,debt_level,savings_rate,investment_experience,financial_stress_level
4751,High,High,Beginner,High
4752,Medium,High,Beginner,Medium
4753,Medium,High,Beginner,Medium
4754,High,Low,Beginner,Medium
4755,High,Medium,Intermediate,High
4756,High,High,Beginner,High
4757,,Medium,Intermediate,
4758,,,,
4759,,Medium,Beginner,Medium
4760,,,,
4761,Low,Medium,Intermediate,Low
4762,,,,
4763,,High,Beginner,Medium
4764,Medium,Medium,Beginner,Medium
4765,Low,,,Medium
4766,High,Medium,Beginner,Low
4767,Low,Low,Beginner,Medium
4768,High,Medium,Beginner,Low
4769,Medium,Low,,Low
4770,High,High,,Low
4771,Medium,Low,,High
4772,Low,Low,Beginner,Low
4773,Low,Medium,,Low
4774,Medium,Low,Intermediate,Low
4775,High,Medium,Beginner,Medium
4776,Medium,,Intermediate,Low
4777,Low,Low,Beginner,Low
4778,Medium,High,Intermediate,High
4779,High,High,Intermediate,Medium
4780,Low,Low,Beginner,Low
4781,Low,Medium,Intermediate,Low
4782,High,High,,Medium
4783,Low,High,Beginner,High
4784,Low,High,Beginner,High
4785,High,Low,Intermediate,Low
4786,,,,
4787,Medium,,Beginner,High
4788,High,,Beginner,High
4789,Low,Low,,Medium
4790,Low,High,Beginner,Low
4791,Medium,Low,Intermediate,Medium
4792,High,High,Beginner,Medium
4793,High,Low,Intermediate,
4794,High,High,,Low
4795,Medium,Medium,Beginner,Low
4796,,Low,Intermediate,Medium
4797,Low,Medium,Intermediate,Low
4798,High,Medium,Intermediate,Medium
4799,High,High,Beginner,Low
4800,,,,
4801,Low,Medium,,
4802,,,,
4803,Low,High,Intermediate,Medium
4804,Low,Low,Intermediate,High
4805,Medium,High,Beginner,High
4806,High,High,Beginner,Medium
4807,Medium,,Beginner,
4808,,High,Beginner,Low
4809,Medium,High,Intermediate,Low
4810,Low,High,Beginner,
4811,High,,Intermediate,Low
4812,Low,Low,,Low
4813,Low,Low,Beginner,Low
4814,,,,
4815,Medium,Low,Beginner,High
4816,High,,Intermediate,Medium
4817,High,High,Beginner,Low
4818,Low,Medium,Intermediate,
4819,,,,
4820,Medium,Low,,High
4821,,Medium,Intermediate,High
4822,,,,
4823,Low,Low,Beginner,Low
4824,Medium,High,Intermediate,Medium
4825,Medium,Low,Intermediate,High
4826,,,Intermediate,Low
4827,High,Low,Beginner,High
4828,Low,Low,Intermediate,Low
4829,Medium,High,Intermediate,Low
4830,Medium,Medium,Beginner,Medium
4831,,Low,Beginner,Low
4832,,Medium,Beginner,High
4833,Medium,High,Beginner,Low
4834,Low,Medium,Intermediate,High
4835,Low,Low,Intermediate,High
4836,,High,Beginner,Low
4837,,Medium,Beginner,Low
4838,Low,Medium,Intermediate,Medium
4839,High,High,Beginner,Low
4840,Low,High,Intermediate,High
4841,Low,Low,Beginner,High
4842,Low,High,Intermediate,Low
4843,High,Low,Beginner,High
4844,Medium,Low,Beginner,Low
4845,Low,Medium,Intermediate,Medium
4846,Medium,Low,Beginner,High
4847,High,High,,Medium
4848,Medium,Low,Intermediate,High
4849,,,,
4850,Low,Low,Intermediate,Low
4851,,Low,Beginner,
4852,Medium,High,Beginner,Low
4853,High,Medium,Intermediate,Medium
4854,Low,Low,Beginner,Low
4855,Medium,High,Intermediate,Low
4856,Low,Low,Beginner,Low
4857,Low,Low,Beginner,High
4858,Medium,Low,Intermediate,Low
4859,Medium,High,Intermediate,
4860,High,Low,Intermediate,High
4861,,High,Intermediate,
4862,Medium,Medium,Intermediate,Low
4863,High,High,Intermediate,Medium
4864,Medium,High,Intermediate,Low
4865,Medium,Low,Beginner,Medium
4866,,,,
4867,,High,Beginner,Medium
4868,High,High,Beginner,Low
4869,High,Medium,Intermediate,Medium
4870,,High,Intermediate,Low
4871,High,High,Beginner,Low
4872,High,Medium,Intermediate,Low
4873,,,,
4874,Low,Low,Beginner,Medium
4875,Low,Medium,Intermediate,
4876,,,Beginner,Low
4877,,,,
4878,High,High,Intermediate,High
4879,,,,
4880,High,High,Intermediate,High
4881,,,,
4882,Medium,Medium,Beginner,High
4883,High,Medium,Beginner,High
4884,,,,
4885,Medium,Low,Intermediate,Low
4886,,,,
4887,Low,Medium,Beginner,Medium
4888,High,Medium,Intermediate,Low
4889,Medium,Medium,Beginner,High
4890,High,Medium,Intermediate,Low
4891,,,,
4892,Medium,Medium,Intermediate,High
4893,,,,
4894,High,Low,Beginner,High
4895,Medium,,Intermediate,Medium
4896,Low,High,Intermediate,High
4897,Medium,High,Beginner,Low
4898,High,Medium,Intermediate,Low
4899,High,Low,Intermediate,
4900,Low,Low,Intermediate,Medium
4901,High,High,Beginner,
4902,High,Low,Beginner,Medium
4903,High,,Beginner,High
4904,Medium,Medium,Intermediate,High
4905,Medium,High,Beginner,Low
4906,Low,High,Beginner,Low
4907,High,Medium,Intermediate,Low
4908,High,Low,Beginner,
4909,Low,,Beginner,High
4910,Medium,Low,Beginner,High
4911,,Low,Beginner,Medium
4912,,,Intermediate,Low
4913,Medium,Medium,Intermediate,Low
4914,Medium,,Intermediate,Low
4915,High,Medium,Intermediate,Medium
4916,Low,Medium,Intermediate,Medium
4917,High,High,Intermediate,Low
4918,High,High,Intermediate,Low
4919,Medium,High,Beginner,Low
4920,Low,High,Intermediate,Low
4921,,,,
4922,Low,,Beginner,Medium
4923,Medium,Medium,Intermediate,High
4924,High,Medium,Intermediate,High
4925,High,Medium,Beginner,Medium
4926,Medium,Low,Beginner,High
4927,,High,Intermediate,High
4928,Medium,High,Intermediate,High
4929,,,,
4930,Low,High,Intermediate,High
4931,Low,Low,Intermediate,Medium
4932,Low,Low,Intermediate,Low
4933,High,High,,High
4934,,,,
4935,,Low,Intermediate,High
4936,,Low,Intermediate,High
4937,Low,High,Intermediate,Low
4938,High,Medium,Beginner,High
4939,Medium,Medium,Beginner,Low
4940,High,High,Beginner,High
4941,High,,Beginner,High
4942,Low,,Beginner,
4943,,,,
4944,Medium,Medium,Beginner,Low
4945,High,High,Beginner,Low
4946,Low,High,Beginner,Low
4947,Medium,Low,Beginner,High
4948,Medium,Low,Intermediate,Medium
4949,High,Low,Intermediate,Low
4950,Low,Low,Intermediate,High
4951,,,,
4952,,Medium,Intermediate,Medium
4953,High,Medium,Intermediate,Medium
4954,Low,Low,Beginner,Medium
4955,High,Low,,Medium
4956,Low,,Intermediate,Low
4957,Low,Low,Beginner,Medium
4958,High,High,Intermediate,Low
4959,Medium,High,Beginner,Medium
4960,High,,Beginner,Medium
4961,Low,Low,Beginner,High
4962,Medium,High,Intermediate,High
4963,Medium,Medium,Beginner,Medium
4964,High,Low,Beginner,
4965,Low,Medium,Beginner,High
4966,,Low,Beginner,Low
4967,,,,
4968,Medium,Medium,Beginner,Medium
4969,Medium,High,Intermediate,Medium
4970,High,,Beginner,Medium
4971,Low,Medium,Beginner,Medium
4972,,,,
4973,Medium,High,,
4974,,High,,Low
4975,High,Low,,Medium
4976,High,Low,Beginner,High
4977,Low,High,Beginner,Medium
4978,Medium,High,Intermediate,Medium
4979,High,Medium,Beginner,High
4980,Medium,,Intermediate,High
4981,High,High,Beginner,Low
4982,Low,Medium,Beginner,High
4983,Low,Medium,Beginner,Medium
4984,,,Beginner,
4985,Medium,Low,Intermediate,Low
4986,Medium,Low,Beginner,Medium
4987,Low,,Intermediate,Medium
4988,Medium,Low,Intermediate,Medium
4989,Medium,Medium,Beginner,High
4990,Medium,Low,Intermediate,High
4991,Low,Medium,Intermediate,High
4992,,,,
4993,,Low,Intermediate,Medium
4994,Low,High,Intermediate,Medium
4995,Low,,Intermediate,Low
4996,Low,Medium,,High
4997,Medium,Low,,Low
4998,Medium,Medium,Intermediate,
4999,,,,
5000,High,High,Beginner,Medium
